route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
6_10_sov,sov,6,10,-96.7116,43.5876,-96.7314,43.5453,11,17.699,3.08707,4.9671,3.56325,11,45.782,800,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271)"
6_11_sov,sov,6,11,-96.7116,43.5876,-96.7468,43.5441,12,19.308,3.48136,5.60151,3.44693,12,19.5081,400,"LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131)"
6_12_sov,sov,6,12,-96.7116,43.5876,-96.7801,43.5439,14,22.526,4.56643,7.34739,3.06585,14,20.3091,200,"LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
6_13_sov,sov,6,13,-96.7116,43.5876,-96.7934,43.4907,17,27.353,7.8463,12.6247,2.16663,17,23.3368,200,"LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941,-96.793377 43.490707)"
6_14_sov,sov,6,14,-96.7116,43.5876,-96.751,43.5293,16,25.744,4.48386,7.21453,3.56835,16,34.0543,100,"LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131,-96.751035 43.529306)"
6_15_sov,sov,6,15,-96.7116,43.5876,-96.7315,43.5294,14,22.526,4.14135,6.66343,3.38054,14,46.2993,200,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
6_16_sov,sov,6,16,-96.7116,43.5876,-96.7114,43.5467,7,11.263,2.82197,4.54054,2.48054,7,25.3866,900,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744)"
6_17_sov,sov,6,17,-96.7116,43.5876,-96.7114,43.5413,9,14.481,3.19946,5.14793,2.81298,9,34.5905,500,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280)"
6_18_sov,sov,6,18,-96.7116,43.5876,-96.6941,43.5467,7,11.263,2.95578,4.75585,2.36824,7,22.5566,100,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744)"
6_19_sov,sov,6,19,-96.7116,43.5876,-96.7113,43.5296,11,17.699,4.0071,6.44742,2.74513,11,41.9842,200,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
6_20_sov,sov,6,20,-96.7116,43.5876,-96.7112,43.5153,11,17.699,4.99224,8.03252,2.20342,11,26.8303,300,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
6_21_sov,sov,6,21,-96.7116,43.5876,-96.731,43.5105,17,27.353,5.41447,8.71188,3.13974,17,35.148,100,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
6_22_sov,sov,6,22,-96.7116,43.5876,-96.7312,43.5149,16,25.744,5.11996,8.23802,3.12502,16,34.7566,200,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
6_23_sov,sov,6,23,-96.7116,43.5876,-96.7509,43.5149,20,32.18,5.39594,8.68207,3.70649,20,43.0546,100,"LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
6_24_sov,sov,6,24,-96.7116,43.5876,-96.7492,43.5032,20,32.18,6.12876,9.86118,3.2633,20,46.6686,100,"LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
7_1_sov,sov,7,1,-96.6934,43.5638,-96.7704,43.6128,16,25.744,5.12869,8.25206,3.11971,16,32.8688,500,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
7_2_sov,sov,7,2,-96.6934,43.5638,-96.7113,43.6058,10,16.09,3.034,4.88171,3.29598,10,26.8679,200,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
7_3_sov,sov,7,3,-96.6934,43.5638,-96.7743,43.573,15,24.135,4.09778,6.59334,3.66051,15,36.5188,100,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
7_4_sov,sov,7,4,-96.6934,43.5638,-96.7472,43.5637,11,17.699,2.69087,4.32961,4.0879,11,32.2156,400,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
7_5_sov,sov,7,5,-96.6934,43.5638,-96.7316,43.564,9,14.481,1.90988,3.07299,4.71235,9,29.8681,200,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
7_6_sov,sov,7,6,-96.6934,43.5638,-96.7116,43.5876,5,8.045,1.87694,3.01999,2.66392,5,20.2342,400,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
7_8_sov,sov,7,8,-96.6934,43.5638,-96.7114,43.5623,3,4.827,0.905254,1.45655,3.31399,3,5.68574,1000,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324)"
7_9_sov,sov,7,9,-96.6934,43.5638,-96.7312,43.5486,12,19.308,2.16698,3.48668,5.53765,12,31.4294,600,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
7_10_sov,sov,7,10,-96.6934,43.5638,-96.7314,43.5453,9,14.481,2.29572,3.69381,3.92034,9,25.6365,1900,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
7_11_sov,sov,7,11,-96.6934,43.5638,-96.7468,43.5441,14,22.526,3.00167,4.82969,4.66406,14,38.1764,500,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
7_12_sov,sov,7,12,-96.6934,43.5638,-96.7801,43.5439,19,30.571,4.5547,7.32852,4.17151,19,40.5433,700,"LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
7_13_sov,sov,7,13,-96.6934,43.5638,-96.7934,43.4907,19,30.571,7.11401,11.4464,2.67079,19,43.661,400,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
7_14_sov,sov,7,14,-96.6934,43.5638,-96.751,43.5293,17,27.353,3.74424,6.02449,4.5403,17,38.171,200,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
7_15_sov,sov,7,15,-96.6934,43.5638,-96.7315,43.5294,12,19.308,3.04964,4.90687,3.93489,12,26.1538,500,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
7_16_sov,sov,7,16,-96.6934,43.5638,-96.7114,43.5467,5,8.045,1.4848,2.38904,3.36746,5,5.24109,1400,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744)"
7_17_sov,sov,7,17,-96.6934,43.5638,-96.7114,43.5413,7,11.263,1.79979,2.89586,3.88935,7,14.445,1000,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280)"
7_18_sov,sov,7,18,-96.6934,43.5638,-96.6941,43.5467,2,3.218,1.18196,1.90178,1.6921,2,2.06126,200,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744)"
7_19_sov,sov,7,19,-96.6934,43.5638,-96.7113,43.5296,9,14.481,2.53061,4.07174,3.55646,9,21.8387,400,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
7_20_sov,sov,7,20,-96.6934,43.5638,-96.7112,43.5153,6,9.654,3.46782,5.57972,1.73019,6,6.33494,500,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
7_21_sov,sov,7,21,-96.6934,43.5638,-96.731,43.5105,12,19.308,4.13894,6.65956,2.89929,12,14.6526,200,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
7_22_sov,sov,7,22,-96.6934,43.5638,-96.7312,43.5149,11,17.699,3.8786,6.24066,2.83608,11,14.2613,500,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
7_23_sov,sov,7,23,-96.6934,43.5638,-96.7509,43.5149,15,24.135,4.44347,7.14955,3.37574,15,26.4001,200,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
7_24_sov,sov,7,24,-96.6934,43.5638,-96.7492,43.5032,15,24.135,5.03826,8.10655,2.97722,15,26.1733,100,"LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
8_1_sov,sov,8,1,-96.7114,43.5623,-96.7704,43.6128,13,20.917,4.57239,7.35697,2.84315,13,27.1831,800,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
8_2_sov,sov,8,2,-96.7114,43.5623,-96.7113,43.6058,7,11.263,3.00485,4.83481,2.32956,7,21.1822,400,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
8_3_sov,sov,8,3,-96.7114,43.5623,-96.7743,43.573,12,19.308,3.23466,5.20456,3.70982,12,30.833,200,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
8_4_sov,sov,8,4,-96.7114,43.5623,-96.7472,43.5637,8,12.872,1.79408,2.88667,4.45911,8,26.5298,700,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
8_5_sov,sov,8,5,-96.7114,43.5623,-96.7316,43.564,6,9.654,1.01759,1.63731,5.89626,6,24.1823,500,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
8_6_sov,sov,8,6,-96.7114,43.5623,-96.7116,43.5876,2,3.218,1.74549,2.80849,1.14581,2,14.5485,800,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586)"
8_7_sov,sov,8,7,-96.7114,43.5623,-96.6934,43.5638,3,4.827,0.905254,1.45655,3.31399,3,5.65228,1000,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844)"
8_9_sov,sov,8,9,-96.7114,43.5623,-96.7312,43.5486,10,16.09,1.37424,2.21114,7.27677,10,15.5465,800,"LINESTRING(-96.711382 43.562324,-96.731241 43.548596)"
8_10_sov,sov,8,10,-96.7114,43.5623,-96.7314,43.5453,9,14.481,1.5482,2.49105,5.81321,9,30.9389,1600,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271)"
8_11_sov,sov,8,11,-96.7114,43.5623,-96.7468,43.5441,14,22.526,2.17553,3.50042,6.43522,14,43.4788,800,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
8_12_sov,sov,8,12,-96.7114,43.5623,-96.7801,43.5439,16,25.744,3.66973,5.9046,4.35999,16,34.8575,600,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
8_13_sov,sov,8,13,-96.7114,43.5623,-96.7934,43.4907,19,30.571,6.43107,10.3476,2.95441,19,37.8853,600,"LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941,-96.793377 43.490707)"
8_14_sov,sov,8,14,-96.7114,43.5623,-96.751,43.5293,17,27.353,3.02461,4.86659,5.62056,17,43.4734,400,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
8_15_sov,sov,8,15,-96.7114,43.5623,-96.7315,43.5294,12,19.308,2.48798,4.00316,4.8232,12,31.4562,600,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
8_16_sov,sov,8,16,-96.7114,43.5623,-96.7114,43.5467,5,8.045,1.0765,1.73209,4.64469,5,10.5435,2200,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744)"
8_17_sov,sov,8,17,-96.7114,43.5623,-96.7114,43.5413,7,11.263,1.454,2.33948,4.81432,7,19.7475,1400,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280)"
8_18_sov,sov,8,18,-96.7114,43.5623,-96.6941,43.5467,5,8.045,1.38188,2.22344,3.61827,5,7.71353,300,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744)"
8_19_sov,sov,8,19,-96.7114,43.5623,-96.7113,43.5296,9,14.481,2.26163,3.63896,3.97944,9,27.1411,700,"LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
8_20_sov,sov,8,20,-96.7114,43.5623,-96.7112,43.5153,9,14.481,3.24677,5.22405,2.77199,9,11.9872,900,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
8_21_sov,sov,8,21,-96.7114,43.5623,-96.731,43.5105,15,24.135,3.71382,5.97554,4.03896,15,20.3049,400,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
8_22_sov,sov,8,22,-96.7114,43.5623,-96.7312,43.5149,14,22.526,3.42712,5.51424,4.08506,14,19.9136,500,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
8_23_sov,sov,8,23,-96.7114,43.5623,-96.7509,43.5149,18,28.962,3.83072,6.16364,4.69885,18,32.0524,300,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
8_24_sov,sov,8,24,-96.7114,43.5623,-96.7492,43.5032,18,28.962,4.50522,7.24891,3.99536,18,31.8255,200,"LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
9_1_sov,sov,9,1,-96.7312,43.5486,-96.7704,43.6128,15,24.135,4.85195,7.80678,3.09154,15,20.7328,500,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
9_2_sov,sov,9,2,-96.7312,43.5486,-96.7113,43.6058,14,22.526,4.078,6.56151,3.43305,14,26.7062,200,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
9_3_sov,sov,9,3,-96.7312,43.5486,-96.7743,43.573,11,17.699,2.73546,4.40135,4.02126,11,16.7241,100,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
9_4_sov,sov,9,4,-96.7312,43.5486,-96.7472,43.5637,7,11.263,1.31087,2.10919,5.33996,7,12.4209,700,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654)"
9_5_sov,sov,9,5,-96.7312,43.5486,-96.7316,43.564,5,8.045,1.06675,1.7164,4.68714,5,10.0734,800,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034)"
9_6_sov,sov,9,6,-96.7312,43.5486,-96.7116,43.5876,9,14.481,2.86702,4.61303,3.13915,9,20.0725,400,"LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.711644 43.587586)"
9_7_sov,sov,9,7,-96.7312,43.5486,-96.6934,43.5638,12,19.308,2.16698,3.48668,5.53765,12,31.0265,600,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
9_8_sov,sov,9,8,-96.7312,43.5486,-96.7114,43.5623,10,16.09,1.37424,2.21114,7.27677,10,15.1679,800,"LINESTRING(-96.731241 43.548596,-96.711382 43.562324)"
9_10_sov,sov,9,10,-96.7312,43.5486,-96.7314,43.5453,3,4.827,0.229981,0.370039,13.0446,3,5.69595,2800,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271)"
9_11_sov,sov,9,11,-96.7312,43.5486,-96.7468,43.5441,8,12.872,0.839949,1.35148,9.52439,8,18.2358,1400,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131)"
9_12_sov,sov,9,12,-96.7312,43.5486,-96.7801,43.5439,14,22.526,2.46975,3.97383,5.66858,14,31.8975,600,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
9_13_sov,sov,9,13,-96.7312,43.5486,-96.7934,43.4907,17,27.353,5.06854,8.15527,3.35403,17,34.9252,600,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
9_14_sov,sov,9,14,-96.7312,43.5486,-96.751,43.5293,12,19.308,1.66114,2.67277,7.22396,12,32.782,600,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306)"
9_15_sov,sov,9,15,-96.7312,43.5486,-96.7315,43.5294,9,14.481,1.32634,2.13408,6.7856,9,19.2083,900,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401)"
9_16_sov,sov,9,16,-96.7312,43.5486,-96.7114,43.5467,7,11.263,1.00277,1.61345,6.98069,7,25.7872,1400,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744)"
9_17_sov,sov,9,17,-96.7312,43.5486,-96.7114,43.5413,9,14.481,1.1157,1.79516,8.0667,9,34.9911,900,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
9_18_sov,sov,9,18,-96.7312,43.5486,-96.6941,43.5467,10,16.09,1.86551,3.0016,5.36047,10,28.9646,200,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
9_19_sov,sov,9,19,-96.7312,43.5486,-96.7113,43.5296,11,17.699,1.64934,2.65378,6.66935,11,42.3847,400,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
9_20_sov,sov,9,20,-96.7312,43.5486,-96.7112,43.5153,14,22.526,2.50826,4.0358,5.58155,14,33.2383,600,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
9_21_sov,sov,9,21,-96.7312,43.5486,-96.731,43.5105,14,22.526,2.6333,4.23697,5.31653,14,32.3641,300,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
9_22_sov,sov,9,22,-96.7312,43.5486,-96.7312,43.5149,12,19.308,2.33111,3.75075,5.14777,12,28.0799,700,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858)"
9_23_sov,sov,9,23,-96.7312,43.5486,-96.7509,43.5149,16,25.744,2.53066,4.07183,6.32246,16,41.7823,500,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
9_24_sov,sov,9,24,-96.7312,43.5486,-96.7492,43.5032,17,27.353,3.26548,5.25416,5.20598,17,43.8848,200,"LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
10_1_sov,sov,10,1,-96.7314,43.5453,-96.7704,43.6128,18,28.962,5.05918,8.14023,3.55789,18,26.5257,1300,"LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
10_2_sov,sov,10,2,-96.7314,43.5453,-96.7113,43.6058,16,25.744,4.30342,6.92421,3.71797,16,51.8486,600,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
10_3_sov,sov,10,3,-96.7314,43.5453,-96.7743,43.573,14,22.526,2.87525,4.62628,4.86914,14,22.517,300,"LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
10_4_sov,sov,10,4,-96.7314,43.5453,-96.7472,43.5637,10,16.09,1.49456,2.40474,6.69095,10,18.2138,1200,"LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654)"
10_5_sov,sov,10,5,-96.7314,43.5453,-96.7316,43.564,8,12.872,1.29641,2.08592,6.1709,8,15.8663,1000,"LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
10_6_sov,sov,10,6,-96.7314,43.5453,-96.7116,43.5876,11,17.699,3.08707,4.9671,3.56325,11,45.2149,800,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
10_7_sov,sov,10,7,-96.7314,43.5453,-96.6934,43.5638,9,14.481,2.29572,3.69381,3.92034,9,25.3305,1900,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
10_8_sov,sov,10,8,-96.7314,43.5453,-96.7114,43.5623,9,14.481,1.5482,2.49105,5.81321,9,30.6664,1600,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324)"
10_9_sov,sov,10,9,-96.7314,43.5453,-96.7312,43.5486,3,4.827,0.229981,0.370039,13.0446,3,5.7929,2800,"LINESTRING(-96.731438 43.545271,-96.731241 43.548596)"
10_11_sov,sov,10,11,-96.7314,43.5453,-96.7468,43.5441,5,8.045,0.77541,1.24763,6.4482,5,12.5399,4000,"LINESTRING(-96.731438 43.545271,-96.746841 43.544131)"
10_12_sov,sov,10,12,-96.7314,43.5453,-96.7801,43.5439,11,17.699,2.44067,3.92703,4.50697,11,26.2016,2000,"LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
10_13_sov,sov,10,13,-96.7314,43.5453,-96.7934,43.4907,14,22.526,4.88304,7.85681,2.86707,14,29.2293,1900,"LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
10_14_sov,sov,10,14,-96.7314,43.5453,-96.751,43.5293,9,14.481,1.47659,2.37583,6.09514,9,27.086,2100,"LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306)"
10_15_sov,sov,10,15,-96.7314,43.5453,-96.7315,43.5294,6,9.654,1.09651,1.76428,5.47192,6,13.5123,4000,"LINESTRING(-96.731438 43.545271,-96.731504 43.529401)"
10_16_sov,sov,10,16,-96.7314,43.5453,-96.7114,43.5467,4,6.436,1.00958,1.62441,3.96205,4,20.0912,4400,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744)"
10_17_sov,sov,10,17,-96.7314,43.5453,-96.7114,43.5413,6,9.654,1.04164,1.676,5.76014,6,29.2952,3900,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
10_18_sov,sov,10,18,-96.7314,43.5453,-96.6941,43.5467,7,11.263,1.87377,3.0149,3.73577,7,23.2687,700,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
10_19_sov,sov,10,19,-96.7314,43.5453,-96.7113,43.5296,8,12.872,1.47969,2.38082,5.40654,8,36.6888,1800,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
10_20_sov,sov,10,20,-96.7314,43.5453,-96.7112,43.5153,11,17.699,2.30391,3.70699,4.7745,11,27.5424,2500,"LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
10_21_sov,sov,10,21,-96.7314,43.5453,-96.731,43.5105,11,17.699,2.4036,3.8674,4.57646,11,26.6682,1200,"LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
10_22_sov,sov,10,22,-96.7314,43.5453,-96.7312,43.5149,9,14.481,2.10136,3.38109,4.28294,9,22.3839,2600,"LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858)"
10_23_sov,sov,10,23,-96.7314,43.5453,-96.7509,43.5149,13,20.917,2.31658,3.72738,5.61172,13,36.0863,1800,"LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
10_24_sov,sov,10,24,-96.7314,43.5453,-96.7492,43.5032,14,22.526,3.04237,4.89518,4.60167,14,38.1888,800,"LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
11_1_sov,sov,11,1,-96.7468,43.5441,-96.7704,43.6128,14,22.526,4.8911,7.86978,2.86234,14,15.8572,500,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
11_2_sov,sov,11,2,-96.7468,43.5441,-96.7113,43.6058,17,27.353,4.61925,7.43237,3.68025,17,26.5197,200,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
11_3_sov,sov,11,3,-96.7468,43.5441,-96.7743,43.573,10,16.09,2.42055,3.89467,4.13129,10,11.8485,300,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
11_4_sov,sov,11,4,-96.7468,43.5441,-96.7472,43.5637,6,9.654,1.34902,2.17057,4.44767,6,7.54524,1500,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654)"
11_5_sov,sov,11,5,-96.7468,43.5441,-96.7316,43.564,8,12.872,1.57349,2.53175,5.08422,8,9.88683,500,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
11_6_sov,sov,11,6,-96.7468,43.5441,-96.7116,43.5876,12,19.308,3.48136,5.60151,3.44693,12,19.8859,400,"LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
11_7_sov,sov,11,7,-96.7468,43.5441,-96.6934,43.5638,14,22.526,3.00167,4.82969,4.66406,14,37.4338,500,"LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
