name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,allowed_uses,,base_volume,base_vol_auto
,4506,2715,4208,Highway,1,0.08,1,28,2187,1,0,0.15,4,1,1557.074906,0.186166719,,,1647.066,1647.066
,4507,2715,4217,Highway,1,0.08,1,28,1944,1,0,0.15,4,1,1430.779367,0.187042338,,,1462.4174,1462.4174
,4508,2716,4763,Highway,1,0.08,1,25,729,1,0,0.15,4,1,0,0.212,,,0.048,0.048
,4509,2716,9335,Highway,1,0.11,1,36,2121.389893,1,0,0.15,4,1,2024.587749,0.213032396,,,1642.3458,1642.3458
,4510,2717,1972,Highway,1,0.1,1,32,1360,1,0,0.15,4,1,1102.69,0.20708525,,,0,0
,4511,2717,1973,Highway,1,0.21,1,32,1540,1,0,0.15,4,1,390.7,0.41272371,,,242.0256,242.0256
,4512,2717,2402,Highway,1,0.37,1,33,1170,1,0,0.15,4,1,441.6056496,0.728430081,,,111.6286,111.6286
,4513,2718,2700,Highway,1,0.3,1,22,360,1,0,0.15,4,1,0,0.795,,,0,0
,4514,2718,2742,Highway,1,0.47,1,33,1260,1,0,0.15,4,1,413.6923364,0.924904928,,,0,0
,4515,2719,1939,Highway,1,0.41,1,36,1620,1,0,0.15,4,1,746.4168522,0.721657498,,,687.1087,687.1087
,4516,2719,10491,Highway,1,0.62,1,40,1440,1,0,0.15,4,1,184.2,1.085037349,,,101.4207,101.4207
,4517,2719,10495,Highway,1,0.16,1,36,1540,1,0,0.15,4,1,959.498314,0.285424959,,,627.6864,627.6864
,4518,2720,1856,Highway,1,0.3,1,29,450,1,0,0.15,4,1,249.83,0.683550092,,,163.2754,163.2754
,4519,2720,1857,Highway,1,0.3,1,29,450,1,0,0.15,4,1,625.4158293,1.010790133,,,541.7909,541.7909
,4520,2720,10728,Highway,1,0.43,1,38,1540,1,0,0.15,4,1,303.0246481,0.752645037,,,211.6823,211.6823
,4521,2721,1855,Highway,1,0.13,1,28,1620,1,0,0.15,4,1,1051.690344,0.299427174,,,655.394,655.394
,4522,2721,1864,Highway,1,0.55,1,36,1880,1,0,0.15,4,1,802.4696808,0.96660798,,,507.93,507.93
,4523,2721,2726,Highway,1,0.4,1,38,1800,1,0,0.15,4,1,1899.226762,0.811547483,,,1519.0957,1519.0957
,4524,2721,10724,Highway,1,0.64,1,36,1620,1,0,0.15,4,1,1395.043766,1.199186977,,,673.2399,673.2399
,4525,2722,3124,Highway,1,0.36,1,38,810,1,0,0.15,4,1,744.8764087,0.687927105,,,11.5059,11.5059
,4526,2722,11227,Highway,1,0.69,1,39,2520,1,0,0.15,4,1,1561.651041,1.230396306,,,0.9266,0.9266
,4527,2722,11808,Highway,1,0.25,1,38,1360,1,0,0.15,4,1,816.2671297,0.444799551,,,23.9576,23.9576
,4528,2722,11809,Highway,1,0.72,1,39,1260,1,0,0.15,4,1,962.2926288,1.315113941,,,33.9655,33.9655
,4529,2723,1834,Highway,1,0.52,1,35,810,1,0,0.15,4,1,579.5128424,1.056017178,,,506.8385,506.8385
,4530,2723,1837,Highway,1,1.01,1,36,1260,1,0,0.15,4,1,154.4070698,1.76755125,,,21.137,21.137
,4531,2723,10720,Highway,1,0.15,1,35,810,1,0,0.15,4,1,394.6929302,0.29667331,,,184.8789,184.8789
,4532,2724,2405,Highway,1,0.53,1,35,810,1,0,0.15,4,1,250.75,1.042752215,,,260.6206,260.6206
,4533,2724,10713,Highway,1,0.38,1,35,711,1,0,0.15,4,1,925.9,1.02683432,,,658.6887,658.6887
,4534,2724,10714,Highway,1,0.57,1,35,1260,1,0,0.15,4,1,510.0003131,1.123433557,,,191.5759,191.5759
,4535,2724,10719,Highway,1,0.19,1,35,1098,1,0,0.15,4,1,410.9,0.374459056,,,271.378,271.378
,4536,2725,2727,Highway,1,0.69,1,35,430,1,0,0.15,4,1,115.144786,1.356412387,,,0,0
,4537,2725,2914,Highway,1,0.98,1,33,510,1,0,0.15,4,1,532.3540089,2.224172694,,,0,0
,4538,2725,10125,Highway,1,0.44,1,35,770,1,0,0.15,4,1,82.46,0.864014876,,,0,0
,4539,2725,11230,Highway,1,0.25,1,33,720,1,0,0.15,4,1,590.3164087,0.520577562,,,53.4074,53.4074
,4540,2726,1854,Highway,1,0.04,1,32,2520,1,0,0.15,4,1,2596.921609,0.09067276,,,1655.2759,1655.2759
,4541,2726,2721,Highway,1,0.4,1,38,1440,1,0,0.15,4,1,1558.733245,0.823560522,,,771.0694,771.0694
,4542,2727,2725,Highway,1,0.69,1,35,430,1,0,0.15,4,1,146.7941465,1.357910111,,,0,0
,4543,2727,2832,Highway,1,1.16,1,42,450,1,0,0.15,4,1,412.734786,2.001216129,,,0,0
,4544,2727,4640,Highway,1,0.84,1,39,430,1,0,0.15,4,1,335.4035608,1.539961427,,,0,0
,4545,2727,11807,Highway,1,0.37,1,35,720,1,0,0.15,4,1,995.7192123,1.074354863,,,23.3124,23.3124
,4546,2728,1870,Highway,1,0.06,1,36,1800,1,0,0.15,4,1,1765.273656,0.117487972,,,1711.8574,1711.8574
,4547,2728,1871,Highway,1,0.27,1,36,1440,1,0,0.15,4,1,1844.702406,0.636106883,,,812.396,812.396
,4548,2728,10473,Highway,1,0.59,1,38,810,1,0,0.15,4,1,1097.903766,1.480575866,,,483.9663,483.9663
,4549,2729,1870,Highway,1,0.49,1,28,1800,1,0,0.15,4,1,1535.747176,1.180394396,,,1299.0229,1299.0229
,4550,2729,5062,Highway,1,0.12,1,30,1450,1,0,0.15,4,1,1523.488084,0.31387193,,,1451.7663,1451.7663
,4551,2729,9639,Highway,1,0.17,1,38,2520,1,0,0.15,4,1,2054.607942,0.314402274,,,1165.3798,1165.3798
,4552,2730,2731,Highway,1,0.36,1,36,1800,1,0,0.15,4,1,941.562248,0.636064446,,,587.3775,587.3775
,4553,2730,12960,Highway,1,0.49,1,36,1440,1,0,0.15,4,1,738.0304226,0.865107215,,,356.3419,356.3419
,4554,2731,2175,Highway,1,0.24,1,30,1450,1,0,0.15,4,1,617.7921267,0.54237263,,,646.9756,646.9756
,4555,2731,2730,Highway,1,0.36,1,36,1800,1,0,0.15,4,1,674.3504226,0.63159565,,,356.3419,356.3419
,4556,2731,10706,Highway,1,0.5,1,32,2100,1,0,0.15,4,1,927.8761416,0.986899536,,,531.7567,531.7567
,4557,2732,1803,Highway,1,0.27,1,30,1450,1,0,0.15,4,1,329.5248442,0.607716056,,,0,0
,4558,2732,1804,Highway,1,0.24,1,30,1450,1,0,0.15,4,1,728.9186145,0.544598081,,,476.9181,476.9181
,4559,2732,1812,Highway,1,0.91,1,34,1360,1,0,0.15,4,1,1621.972709,2.260906694,,,1422.6441,1422.6441
,4560,2732,2733,Highway,1,0.25,1,28,1740,1,0,0.15,4,1,522.0598676,0.563107779,,,144.2572,144.2572
,4561,2733,1802,Highway,1,0.06,1,32,1360,1,0,0.15,4,1,1594.489868,0.147191735,,,881.2413,881.2413
,4562,2733,1803,Highway,1,0.2,1,30,1450,1,0,0.15,4,1,755.078459,0.454412123,,,909.9293,909.9293
,4563,2733,2732,Highway,1,0.25,1,28,1740,1,0,0.15,4,1,453.8982157,0.562847295,,,429.9442,429.9442
,4564,2734,1805,Highway,1,0.24,1,30,1450,1,0,0.15,4,1,905.32,0.550941301,,,607.6813,607.6813
,4565,2734,1806,Highway,1,0.28,1,30,1450,1,0,0.15,4,1,306.4494732,0.630167588,,,237.0446,237.0446
,4566,2734,2735,Highway,1,0.36,1,36,1800,1,0,0.15,4,1,584.86,0.630902823,,,182.8183,182.8183
,4567,2734,5110,Highway,1,0.05,1,36,1620,1,0,0.15,4,1,1962.447558,0.111726167,,,1497.1335,1497.1335
,4568,2735,1805,Highway,1,0.18,1,30,1450,1,0,0.15,4,1,763.6561912,0.409154447,,,869.9113,869.9113
,4569,2735,1806,Highway,1,0.26,1,30,1450,1,0,0.15,4,1,343.4658347,0.58524556,,,411.5448,411.5448
,4570,2735,2734,Highway,1,0.36,1,36,1800,1,0,0.15,4,1,517.5110994,0.630553444,,,378.5881,378.5881
,4571,2735,5109,Highway,1,0.08,1,36,1620,1,0,0.15,4,1,1753.276802,0.164695305,,,822.1751,822.1751
,4572,2736,1885,Highway,1,0.15,1,30,1450,1,0,0.15,4,1,620.3705268,0.339007805,,,1003.3039,1003.3039
,4573,2736,1886,Highway,1,0.5,1,36,1440,1,0,0.15,4,1,2136.13149,1.41977163,,,614.4116,614.4116
,4574,2736,1887,Highway,1,0.18,1,30,1450,1,0,0.15,4,1,896.6711601,0.412896862,,,1069.6025,1069.6025
,4575,2736,2737,Highway,1,0.25,1,36,2160,1,0,0.15,4,1,448.77,0.43760481,,,432.1605,432.1605
,4576,2736,10316,Highway,1,1.01,1,27,440,1,0,0.15,4,1,487.1790688,2.727893058,,,257.9968,257.9968
,4577,2736,10471,Highway,1,0.99,1,25,350,1,0,0.15,4,1,0,2.6235,,,0,0
,4578,2737,1885,Highway,1,0.15,1,30,1450,1,0,0.15,4,1,1359.893029,0.372314447,,,1514.7625,1514.7625
,4579,2737,1887,Highway,1,0.16,1,30,1450,1,0,0.15,4,1,743.58,0.363319556,,,622.1139,622.1139
,4580,2737,1888,Highway,1,0.56,1,36,1580,1,0,0.15,4,1,1737.998045,1.16447577,,,888.831,888.831
,4581,2737,2736,Highway,1,0.25,1,36,1980,1,0,0.15,4,1,619.9420048,0.438040588,,,284.6982,284.6982
,4582,2737,10477,Highway,1,0.57,1,29,860,1,0,0.15,4,1,650.7,1.338543536,,,373.6039,373.6039
,4583,2738,1997,Highway,1,0.93,1,29,2060,1,0,0.15,4,1,1601.52,2.194421261,,,1570.0109,1570.0109
,4584,2738,7490,Highway,1,0.28,1,28,1720,1,0,0.15,4,1,1514.514448,0.680496256,,,53.39,53.39
,4585,2738,10321,Highway,1,0.57,1,33,810,1,0,0.15,4,1,927.8069166,1.371776136,,,39.5432,39.5432
,4586,2739,1962,Highway,1,0.79,1,45,1440,1,0,0.15,4,1,1310.04,1.358695173,,,1478.211,1478.211
,4587,2739,2186,Highway,1,0.31,1,30,1450,1,0,0.15,4,1,874.7901718,0.709820449,,,433.7137,433.7137
,4588,2739,2187,Highway,1,0.2,1,30,1450,1,0,0.15,4,1,170.3554733,0.450011432,,,223.1513,223.1513
,4589,2739,2740,Highway,1,0.38,1,28,1800,1,0,0.15,4,1,717.8,0.857882894,,,0,0
,4590,2739,10493,Highway,1,1.1,1,27,450,1,0,0.15,4,1,37.71,2.475016274,,,0,0
,4591,2740,1947,Highway,1,0.84,1,38,1440,1,0,0.15,4,1,1443.317998,1.660747979,,,421.7193,421.7193
,4592,2740,2186,Highway,1,0.25,1,30,1450,1,0,0.15,4,1,358.56,0.562780438,,,630.9594,630.9594
,4593,2740,2187,Highway,1,0.19,1,30,1450,1,0,0.15,4,1,129.15,0.427503587,,,248.6685,248.6685
,4594,2740,2739,Highway,1,0.38,1,28,2160,1,0,0.15,4,1,500.49,0.855328603,,,118.4433,118.4433
,4595,2741,2184,Highway,1,0.1,1,30,1450,1,0,0.15,4,1,1227.137738,0.240389429,,,1458.8624,1458.8624
,4596,2741,2365,Highway,1,0.16,1,22,340,1,0,0.15,4,1,667.1553639,1.277915199,,,575.2093,575.2093
,4597,2741,2754,Highway,1,0.03,1,22,340,1,0,0.15,4,1,407.89,0.101870738,,,118.3309,118.3309
,4598,2742,2718,Highway,1,0.47,1,33,1260,1,0,0.15,4,1,0,0.9235,,,0,0
,4599,2742,3924,Highway,1,0.25,1,22,360,1,0,0.15,4,1,421.8423364,0.832180979,,,0,0
,4600,2742,4493,Highway,1,0.5,1,22,360,1,0,0.15,4,1,260.0560409,1.374015145,,,0,0
,4601,2743,2751,Highway,1,0.8,1,32,1260,1,0,0.15,4,1,430.2053748,1.573794794,,,0,0
,4602,2743,4495,Highway,1,0.5,1,22,360,1,0,0.15,4,1,94.26604094,1.325846221,,,0,0
,4603,2743,11085,Highway,1,0.57,1,22,360,1,0,0.15,4,1,437.4676187,1.957956686,,,0,0
,4604,2744,11504,Highway,1,0.76,1,40,450,1,0,0.15,4,1,674.9225535,2.195290268,,,38.9169,38.9169
,4605,2744,12201,Highway,1,0.45,1,38,860,1,0,0.15,4,1,364.8851328,0.790781149,,,0,0
,4606,2744,12202,Highway,1,0.58,1,38,900,1,0,0.15,4,1,786.3962073,1.091068721,,,0,0
,4607,2745,3979,Highway,1,0.27,1,32,1824,1,0,0.15,4,1,2100.440112,0.652627686,,,2165.1503,2165.1503
,4608,2745,10542,Highway,1,0.14,1,25,540,1,0,0.15,4,1,781.4655911,0.592052249,,,769.4836,769.4836
,4609,2745,12335,Highway,1,0.07,1,28,1440,1,0,0.15,4,1,769.2991996,0.159210608,,,276.5299,276.5299
,4610,2745,12336,Highway,1,0.1,1,32,1330,1,0,0.15,4,1,1759.104277,0.274495931,,,1629.5424,1629.5424
,4611,2746,7468,Highway,1,0.86,1,42,1620,1,0,0.15,4,1,1845.028243,1.651472087,,,1866.5824,1866.5824
,4612,2746,9097,Highway,1,0.68,1,29,900,1,0,0.15,4,1,444.26,1.542111808,,,431.8585,431.8585
,4613,2746,10769,Highway,1,0.97,1,42,2520,1,0,0.15,4,1,2010.213949,1.614033825,,,632.8852,632.8852
,4614,2746,10772,Highway,1,0.35,1,29,450,1,0,0.15,4,1,740.7905143,1.558618095,,,585.4502,585.4502
,4615,2747,1990,Highway,1,0.5,1,25,540,1,0,0.15,4,1,386.4986995,1.372237795,,,17.8408,17.8408
,4616,2747,8973,Highway,1,0.51,1,25,486,1,0,0.15,4,1,171.8074034,1.354367445,,,0,0
,4617,2747,10868,Highway,1,0.66,1,32,1400,1,0,0.15,4,1,1825.477607,1.78639695,,,1302.8812,1302.8812
,4618,2747,12550,Highway,1,0.5,1,32,1400,1,0,0.15,4,1,1273.092526,1.069902214,,,15.6012,15.6012
,4619,2748,2749,Highway,1,1.75,1,49,1260,1,0,0.15,4,1,1396.248994,3.012484968,,,0,0
,4620,2748,11018,Highway,1,0.6,1,30,630,1,0,0.15,4,1,77.03,1.35004023,,,4.4926,4.4926
,4621,2748,12202,Highway,1,1.72,1,30,630,1,0,0.15,4,1,228.1970294,3.878882341,,,0,0
,4622,2748,12484,Highway,1,0.25,1,38,900,1,0,0.15,4,1,945.0520598,0.505887294,,,262.3077,262.3077
,4623,2749,2748,Highway,1,1.75,1,49,1260,1,0,0.15,4,1,927.5020598,2.629988536,,,266.8003,266.8003
,4624,2749,12168,Highway,1,0.64,1,38,450,1,0,0.15,4,1,876.0989936,3.188831703,,,0,0
,4625,2749,12172,Highway,1,0.56,1,29,600,1,0,0.15,4,1,805.6128098,1.806021487,,,0,0
,4626,2749,12173,Highway,1,1.62,1,34,600,1,0,0.15,4,1,129.7666567,3.182911412,,,0,0
,4627,2750,2751,Highway,1,0.69,1,25,340,1,0,0.15,4,1,398.1720332,2.295717321,,,0,0
,4628,2750,11086,Highway,1,0.26,1,35,810,1,0,0.15,4,1,1419.907116,1.142721685,,,0,0
,4629,2750,11091,Highway,1,0.26,1,35,1260,1,0,0.15,4,1,1569.786741,0.672178297,,,973.4946,973.4946
,4630,2751,2743,Highway,1,0.8,1,32,1260,1,0,0.15,4,1,429.3176187,1.573771797,,,0,0
,4631,2751,2750,Highway,1,0.69,1,25,340,1,0,0.15,4,1,288.8844004,1.957959011,,,2.2188,2.2188
,4632,2751,2752,Highway,1,0.15,1,28,1540,1,0,0.15,4,1,828.377408,0.341267408,,,0,0
,4633,2752,2751,Highway,1,0.15,1,28,2400,1,0,0.15,4,1,718.2020191,0.337860873,,,2.2188,2.2188
,4634,2752,7078,Highway,1,0.09,1,36,2196,1,0,0.15,4,1,828.377408,0.157910023,,,0,0
,4635,2752,7556,Highway,1,0.15,1,28,2400,1,0,0.15,4,1,0,0.3375,,,0,0
,4636,2753,2752,Highway,1,0.23,1,24,2298.899902,1,0,0.15,4,1,718.2020191,0.610288745,,,2.2188,2.2188
,4637,2753,2867,Highway,1,0.25,1,32,1440,1,0,0.15,4,1,1026.479107,0.50811495,,,50.017,50.017
,4638,2753,11080,Highway,1,0.29,1,36,1440,1,0,0.15,4,1,2233.24952,0.884967483,,,31.8627,31.8627
,4639,2754,1950,Highway,1,0.71,1,40,810,1,0,0.15,4,1,933.2220021,1.523975545,,,418.6406,418.6406
,4640,2754,2185,Highway,1,0.09,1,30,1450,1,0,0.15,4,1,176.94,0.202505987,,,196.6804,196.6804
,4641,2754,2741,Highway,1,0.03,1,22,770,1,0,0.15,4,1,954.9675495,0.105051436,,,1110.7417,1110.7417
,4642,2755,2756,Highway,1,0.25,1,36,990,1,0,0.15,4,1,304.4691348,0.438003216,,,42.5525,42.5525
,4643,2755,10453,Highway,1,0.97,1,36,720,1,0,0.15,4,1,789.1913599,2.012531191,,,842.3845,842.3845
,4644,2755,12916,Highway,1,0.26,1,30,1450,1,0,0.15,4,1,1060.845156,0.607347584,,,842.8755,842.8755
,4645,2756,2755,Highway,1,0.25,1,36,900,1,0,0.15,4,1,1019.67136,0.530181568,,,1105.8151,1105.8151
,4646,2756,10452,Highway,1,0.9,1,27,1400,1,0,0.15,4,1,529.6891348,2.030532684,,,118.2921,118.2921
,4647,2757,2372,Highway,1,0.67,1,29,810,1,0,0.15,4,1,443.3829551,1.525545626,,,125.4914,125.4914
,4648,2757,10699,Highway,1,0.59,1,35,729,1,0,0.15,4,1,755.6311497,1.333553868,,,769.7138,769.7138
,4649,2757,12898,Highway,1,0.1,1,38,1440,1,0,0.15,4,1,1507.639415,0.202034758,,,1371.8821,1371.8821
,4650,2758,2713,Highway,1,0.1,1,28,5971.319824,1,0,0.15,4,1,208.4924154,0.225000045,,,355.9315,355.9315
,4651,2758,4363,Highway,1,0.09,1,28,1409.400024,1,0,0.15,4,1,954.1509083,0.208171461,,,972.3306,972.3306
,4652,2759,2484,Highway,1,0.07,1,28,1458,1,0,0.15,4,1,819.4608692,0.15959557,,,853.9088,853.9088
,4653,2759,2758,Highway,1,0.1,1,28,3003.120117,1,0,0.15,4,1,342.8124154,0.225005094,,,476.692,476.692
,4654,2759,4374,Highway,1,0.09,1,32,2187,1,0,0.15,4,1,2824.31119,0.240749098,,,2685.6647,2685.6647
,4655,2759,10357,Highway,1,0.09,1,32,1944,1,0,0.15,4,1,2203.017471,0.214597695,,,1970.7404,1970.7404
,4656,2760,2779,Highway,1,0.08,1,32,2430,1,0,0.15,4,1,3368.691074,0.2328982,,,3224.3153,3224.3153
,4657,2760,4437,Highway,1,0.09,1,32,2430,1,0,0.15,4,1,2487.342011,0.201858812,,,2386.175,2386.175
,4658,2760,4441,Highway,1,0.2,1,28,1296,1,0,0.15,4,1,733.7630675,0.456165306,,,443.6766,443.6766
,4659,2761,2760,Highway,1,0.1,1,28,1780.920044,1,0,0.15,4,1,276.350984,0.225017394,,,246.604,246.604
,4660,2761,2778,Highway,1,0.09,1,28,1409.400024,1,0,0.15,4,1,1513.246581,0.238381077,,,1459.4312,1459.4312
,4661,2762,2761,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,529.7369074,0.180073437,,,461.5391,461.5391
,4662,2763,2762,Highway,1,0.08,1,28,4478.490234,1,0,0.15,4,1,529.7369074,0.180004698,,,461.5391,461.5391
,4663,2763,2764,Highway,1,0.09,1,28,2357.100098,1,0,0.15,4,1,2568.417223,0.240563959,,,1817.6328,1817.6328
,4664,2764,2711,Highway,1,0.08,1,28,2357.100098,1,0,0.15,4,1,2232.422331,0.199310991,,,1812.1372,1812.1372
,4665,2764,2765,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,1274.437879,0.182460085,,,1128.3769,1128.3769
,4666,2765,2766,Highway,1,0.09,1,28,2016.630005,1,0,0.15,4,1,1605.431282,0.213344905,,,1552.3764,1552.3764
,4667,2765,4419,Highway,1,0.1,1,28,2278.530029,1,0,0.15,4,1,1950.190916,0.241099439,,,1931.6276,1931.6276
,4668,2766,2701,Highway,1,0.09,1,28,656.099976,1,0,0.15,4,1,729.3323075,0.243727356,,,634.3274,634.3274
,4669,2766,2767,Highway,1,0.07,1,28,2252.340088,1,0,0.15,4,1,1525.811062,0.16192269,,,1593.6794,1593.6794
,4670,2766,4417,Highway,1,0.08,1,28,656.099976,1,0,0.15,4,1,669.6701781,0.206048036,,,618.5092,618.5092
,4671,2767,2768,Highway,1,0.07,1,28,3003.120117,1,0,0.15,4,1,1748.139367,0.159911197,,,2047.3923,2047.3923
,4672,2767,4416,Highway,1,0.09,1,28,1409.400024,1,0,0.15,4,1,1108.092346,0.212816455,,,939.2604,939.2604
,4673,2768,2683,Highway,1,0.1,1,28,2357.100098,1,0,0.15,4,1,1465.452475,0.22948225,,,1156.579,1156.579
,4674,2768,2769,Highway,1,0.07,1,24,2688.840088,1,0,0.15,4,1,2274.79343,0.198409473,,,2556.9207,2556.9207
,4675,2769,2648,Highway,1,0.13,1,24,3240,1,0,0.15,4,1,1624.170499,0.347455237,,,1699.0365,1699.0365
,4676,2769,2678,Highway,1,0.09,1,28,1316.699951,1,0,0.15,4,1,1373.338809,0.234454149,,,988.4665,988.4665
,4677,2769,4410,Highway,1,0.09,1,28,1836,1,0,0.15,4,1,1749.994063,0.224785345,,,1848.8942,1848.8942
,4678,2770,2771,Highway,1,0.08,1,28,3096,1,0,0.15,4,1,723.4948098,0.180071573,,,617.3925,617.3925
,4679,2770,4487,Highway,1,0.09,1,25,1316.699951,1,0,0.15,4,1,5.23,0.2385,,,47.7279,47.7279
,4680,2770,4682,Highway,1,0.09,1,28,1162.800049,1,0,0.15,4,1,1129.291878,0.226519746,,,682.0499,682.0499
,4681,2771,2772,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,956.6076128,0.180780927,,,799.6687,799.6687
,4682,2771,4461,Highway,1,0.09,1,28,2357.100098,1,0,0.15,4,1,2173.104356,0.222006259,,,1514.8307,1514.8307
,4683,2772,2773,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,649.2776128,0.180165728,,,623.037,623.037
,4684,2772,4505,Highway,1,0.09,1,28,1409.400024,1,0,0.15,4,1,1677.520124,0.256687314,,,1528.6568,1528.6568
,4685,2773,2774,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,1156.787787,0.181669899,,,1061.7614,1061.7614
,4686,2773,4470,Highway,1,0.1,1,28,656.099976,1,0,0.15,4,1,0,0.225,,,0,0
,4687,2774,2775,Highway,1,0.07,1,28,2252.340088,1,0,0.15,4,1,811.7876128,0.157854367,,,694.4508,694.4508
,4688,2774,4514,Highway,1,0.08,1,28,2278.530029,1,0,0.15,4,1,2750.387345,0.230952754,,,2775.9944,2775.9944
,4689,2775,2776,Highway,1,0.09,1,28,2357.100098,1,0,0.15,4,1,2991.383218,0.27253899,,,2397.5916,2397.5916
,4690,2775,4471,Highway,1,0.09,1,28,4478.490234,1,0,0.15,4,1,1016.739815,0.202571726,,,852.6693,852.6693
,4691,2776,2763,Highway,1,0.09,1,28,2357.100098,1,0,0.15,4,1,2047.608624,0.217875862,,,1539.3384,1539.3384
,4692,2776,10361,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,2299.616375,0.206079361,,,1982.1348,1982.1348
,4693,2777,2776,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,1355.841781,0.183151457,,,1123.8816,1123.8816
,4694,2778,2777,Highway,1,0.08,1,28,4478.490234,1,0,0.15,4,1,1355.841781,0.180201614,,,1123.8816,1123.8816
,4695,2778,10362,Highway,1,0.08,1,28,1409.400024,1,0,0.15,4,1,1727.692177,0.234192553,,,1812.1151,1812.1151
,4696,2779,2760,Highway,1,0.08,1,32,1944,1,0,0.15,4,1,2944.754095,0.265198919,,,2513.3881,2513.3881
,4697,2779,2778,Highway,1,0.08,1,28,2252.340088,1,0,0.15,4,1,1570.287378,0.185670116,,,1476.5656,1476.5656
,4698,2779,4473,Highway,1,0.1,1,32,1944,1,0,0.15,4,1,2464.646922,0.262270642,,,2335.1799,2335.1799
,4699,2780,88,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,611.93,0.0325,,,532.19,532.19
,4700,2780,2775,Highway,1,0.09,1,28,2357.100098,1,0,0.15,4,1,3196.33542,0.293797955,,,2555.8102,2555.8102
,4701,2780,4514,Highway,1,0.08,1,28,1409.400024,1,0,0.15,4,1,1226.930295,0.193783316,,,1092.6114,1092.6114
,4702,2781,2780,Highway,1,0.09,1,28,3132,1,0,0.15,4,1,3889.710742,0.266731191,,,3065.7054,3065.7054
,4703,2781,4517,Highway,1,0.06,1,28,2916,1,0,0.15,4,1,2418.060231,0.143511202,,,2394.6369,2394.6369
,4704,2781,4521,Highway,1,0.07,1,28,2916,1,0,0.15,4,1,3274.520513,0.190893357,,,2871.7096,2871.7096
,4705,2782,2783,Highway,1,0.13,1,30,620,1,0,0.15,4,1,0,0.2925,,,0,0
,4706,2782,4501,Highway,1,0.15,1,28,1386,1,0,0.15,4,1,5.23,0.3375,,,52.7657,52.7657
,4707,2783,2782,Highway,1,0.13,1,30,620,1,0,0.15,4,1,0,0.2925,,,0,0
,4708,2783,4499,Highway,1,0.19,1,30,620,1,0,0.15,4,1,0,0.4275,,,0,0
,4709,2783,4791,Highway,1,0.2,1,28,1782,1,0,0.15,4,1,0,0.45,,,0,0
,4710,2784,4494,Highway,1,0.06,1,28,3003.120117,1,0,0.15,4,1,1727.594827,0.136971284,,,1100.1461,1100.1461
,4711,2784,4499,Highway,1,0.08,1,30,620,1,0,0.15,4,1,0,0.18,,,0,0
,4712,2785,2784,Highway,1,0.08,1,28,5971.319824,1,0,0.15,4,1,1727.594827,0.18016815,,,1100.1461,1100.1461
,4713,2786,2677,Highway,1,0.09,1,28,1620,1,0,0.15,4,1,0,0.2025,,,0,0
,4714,2786,4786,Highway,1,0.1,1,28,1782,1,0,0.15,4,1,0,0.225,,,0.9435,0.9435
,4715,2787,4199,Highway,1,0.16,1,32,1885.680054,1,0,0.15,4,1,2126.466688,0.380466702,,,2045.9088,2045.9088
,4716,2787,4754,Highway,1,0.09,1,25,729,1,0,0.15,4,1,0,0.2385,,,13.7242,13.7242
,4717,2787,4763,Highway,1,0.07,1,25,729,1,0,0.15,4,1,0,0.1855,,,218.572,218.572
,4718,2787,9337,Highway,1,0.11,1,32,1885.680054,1,0,0.15,4,1,2135.35238,0.263118602,,,1694.1125,1694.1125
,4719,2788,2789,Highway,1,0.09,1,28,2278.530029,1,0,0.15,4,1,1380.385563,0.206137026,,,1080.2785,1080.2785
,4720,2788,4303,Highway,1,0.05,1,28,1385.099976,1,0,0.15,4,1,1866.088382,0.161919188,,,1748.0916,1748.0916
,4721,2788,10353,Highway,1,0.05,1,28,1885.680054,1,0,0.15,4,1,2102.808561,0.135696271,,,2132.4654,2132.4654
,4722,2789,2790,Highway,1,0.06,1,28,2069.01001,1,0,0.15,4,1,2338.699982,0.164384627,,,2404.1423,2404.1423
,4723,2789,4795,Highway,1,0.08,1,28,2278.530029,1,0,0.15,4,1,1471.558838,0.184175445,,,1255.795,1255.795
,4724,2790,4076,Highway,1,0.08,1,28,1458,1,0,0.15,4,1,906.0614484,0.183579413,,,649.394,649.394
,4725,2790,9336,Highway,1,0.06,1,36,2069.01001,1,0,0.15,4,1,2369.082436,0.128206203,,,2408.4973,2408.4973
,4726,2790,10353,Highway,1,0.08,1,28,1296,1,0,0.15,4,1,792.9262047,0.183362965,,,751.0405,751.0405
,4727,2791,2792,Highway,1,0.05,1,22,567,1,0,0.15,4,1,403.7639005,0.137128606,,,331.5394,331.5394
,4728,2791,4081,Highway,1,0.14,1,28,2069.01001,1,0,0.15,4,1,1675.973011,0.333082855,,,1645.1919,1645.1919
